,partner,total_charges
3945,No,78066.0
3946,No,4341.0
3947,Yes,15639.0
3948,Yes,13324.0
3949,Yes,5452.0
3950,Yes,629675.0
3951,Yes,12842.0
3952,No,36455.0
3953,No,16145.0
3954,No,22695.0
3955,Yes,64685.0
3956,No,144165.0
3957,Yes,75113.0
3958,Yes,562185.0
3959,Yes,79198.0
3960,Yes,5932.0
3961,Yes,142365.0
3962,Yes,6995.0
3963,Yes,276335.0
3964,No,6921.0
3965,No,229855.0
3966,Yes,264055.0
3967,Yes,29118.0
3968,No,17275.0
3969,No,866.0
3970,Yes,67057.0
3971,No,23765.0
3972,Yes,167235.0
3973,No,29795.0
3974,No,69575.0
3975,No,16546.0
3976,No,2425.0
3977,Yes,185785.0
3978,Yes,8251.0
3979,Yes,642425.0
3980,No,83795.0
3981,No,41262.0
3982,No,3308.0
3983,No,133745.0
3984,No,3622.0
3985,No,599105.0
3986,No,48915.0
3987,Yes,53731.0
3988,No,206855.0
3989,No,48705.0
3990,Yes,41312.0
3991,Yes,230115.0
3992,No,13165.0
3993,No,4036.0
3994,Yes,490065.0
3995,Yes,572745.0
3996,No,74305.0
3997,Yes,480465.0
3998,No,2405.0
3999,Yes,141465.0
4000,Yes,144365.0
4001,Yes,289895.0
4002,No,53095.0
4003,No,204.0
4004,Yes,45155.0
4005,No,5055.0
4006,No,11705.0
4007,No,58393.0
4008,No,18935.0
4009,No,4535.0
4010,No,165445.0
4011,Yes,47705.0
4012,No,141555.0
4013,Yes,4546.0
4014,Yes,205.0
4015,No,1632.0
4016,No,8499.0
4017,No,18995.0
4018,No,3219.0
4019,Yes,805855.0
4020,Yes,4828.0
4021,No,704975.0
4022,No,25601.0
4023,No,2868.0
4024,Yes,79825.0
4025,Yes,56836.0
4026,Yes,399405.0
4027,Yes,36915.0
4028,Yes,46317.0
4029,Yes,40195.0
4030,Yes,153405.0
4031,No,1093.0
4032,No,7013.0
4033,Yes,19803.0
4034,No,28934.0
4035,No,2623.0
4036,Yes,388685.0
4037,Yes,591755.0
4038,No,914.0
4039,No,21391.0
4040,Yes,59487.0
4041,Yes,362435.0
4042,Yes,475385.0
4043,Yes,57807.0
4044,Yes,68697.0
4045,No,117295.0
4046,No,66295.0
4047,No,176595.0
4048,No,243195.0
4049,No,15535.0
4050,Yes,18592.0
4051,Yes,330305.0
4052,Yes,13435.0
4053,Yes,34091.0
4054,No,7095.0
4055,No,705.0
4056,No,95345.0
4057,No,5015.0
4058,No,1975.0
4059,No,366555.0
4060,Yes,55158.0
4061,Yes,272.0
4062,Yes,6668.0
4063,Yes,40524.0
4064,No,6644.0
4065,No,71855.0
4066,Yes,9376.0
4067,Yes,58126.0
4068,No,254685.0
4069,Yes,69445.0
4070,Yes,13463.0
4071,Yes,154405.0
4072,Yes,76515.0
4073,Yes,69255.0
4074,No,696.0
4075,Yes,405935.0
4076,Yes,685165.0
4077,No,7805.0
4078,No,118705.0
4079,Yes,54019.0
4080,No,247.0
4081,No,520.0
4082,No,7066.0
4083,No,499.0
4084,No,137035.0
4085,No,2025.0
4086,No,221525.0
4087,No,74.0
4088,No,2144.0
4089,No,187115.0
4090,No,61712.0
4091,No,202.0
4092,No,16145.0
4093,Yes,10132.0
4094,No,3367.0
4095,Yes,33365.0
4096,Yes,65118.0
4097,Yes,39345.0
4098,Yes,70095.0
4099,Yes,226405.0
4100,Yes,69217.0
4101,Yes,60025.0
4102,No,5635.0
4103,Yes,466415.0
4104,No,14418.0
4105,No,56237.0
4106,No,69585.0
4107,Yes,102875.0
4108,Yes,415595.0
4109,Yes,3956.0
4110,Yes,63304.0
4111,No,29717.0
4112,No,638.0
4113,Yes,203425.0
4114,Yes,25102.0
4115,No,34195.0
4116,Yes,242735.0
4117,Yes,176025.0
4118,Yes,355165.0
4119,Yes,1229.0
4120,No,14242.0
4121,No,211145.0
4122,Yes,290995.0
4123,No,374.0
4124,No,2025.0
4125,No,3008.0
4126,No,558105.0
4127,Yes,567665.0
4128,Yes,337925.0
4129,Yes,94295.0
4130,Yes,2324.0
4131,No,8545.0
4132,No,208845.0
4133,No,6137.0
4134,No,14346.0
4135,No,3870.0
4136,No,204345.0
4137,No,2215.0
4138,No,84225.0
4139,Yes,25762.0
4140,Yes,1901.0
4141,No,6016.0
4142,Yes,351525.0
4143,Yes,60545.0
4144,No,309405.0
4145,Yes,492955.0
4146,No,59505.0
4147,No,4698.0
4148,No,843625.0
4149,No,1975.0
4150,No,492.0
4151,Yes,98795.0
4152,No,54969.0
4153,No,190835.0
4154,No,1071.0
4155,Yes,457535.0
4156,Yes,430955.0
4157,Yes,792275.0
4158,No,52235.0
4159,No,5877.0
4160,Yes,38762.0
4161,Yes,377885.0
4162,No,145725.0
4163,Yes,834945.0
4164,No,1856.0
4165,No,195.0
4166,No,10669.0
4167,No,97355.0
4168,Yes,122645.0
4169,Yes,3423.0
4170,No,98505.0
4171,Yes,394845.0
4172,No,82805.0
4173,No,4185.0
4174,Yes,61647.0
4175,No,286275.0
4176,No,336.0
4177,Yes,34395.0
4178,No,207.0
4179,No,65905.0
4180,Yes,71795.0
4181,No,289065.0
4182,Yes,488585.0
4183,Yes,122205.0
4184,Yes,68717.0
4185,No,4056.0
4186,No,20825.0
4187,Yes,18019.0
4188,No,306245.0
4189,Yes,176475.0
4190,No,181675.0
4191,Yes,12551.0
4192,Yes,574305.0
4193,No,39211.0
4194,Yes,146345.0
4195,Yes,18945.0
4196,No,968.0
4197,No,4085.0
4198,Yes,184665.0
4199,Yes,845675.0
4200,No,10115.0
4201,Yes,42634.0
4202,Yes,25491.0
4203,Yes,396505.0
4204,No,24967.0
4205,No,906.0
4206,No,28805.0
4207,No,3681.0
4208,Yes,78406.0
4209,No,663275.0
4210,Yes,101335.0
4211,No,15295.0
4212,No,377265.0
4213,Yes,102635.0
4214,No,193.0
4215,No,503185.0
4216,No,2204.0
4217,Yes,14165.0
4218,Yes,15835.0
4219,Yes,2566.0
4220,Yes,554255.0
4221,Yes,685.0
4222,Yes,84437.0
4223,No,79175.0
4224,No,57082.0
4225,No,6995.0
4226,Yes,20163.0
4227,No,32665.0
4228,Yes,547175.0
4229,No,1995.0
4230,No,3464.0
4231,Yes,10616.0
4232,Yes,19715.0
4233,No,77365.0
4234,Yes,142205.0
4235,No,1975.0
4236,No,246035.0
4237,Yes,8565.0
4238,Yes,127585.0
4239,Yes,74675.0
4240,Yes,726175.0
4241,Yes,51166.0
4242,Yes,66005.0
4243,No,65908.0
4244,Yes,120815.0
4245,No,10339.0
4246,Yes,188515.0
4247,Yes,24671.0
4248,Yes,98945.0
4249,Yes,200695.0
4250,Yes,5025.0
4251,Yes,483025.0
4252,No,5975.0
4253,Yes,308825.0
4254,No,31347.0
4255,No,9455.0
4256,Yes,83124.0
4257,No,486385.0
4258,Yes,68719.0
4259,No,652925.0
4260,Yes,66379.0
4261,Yes,31656.0
4262,Yes,145415.0
4263,Yes,67861.0
4264,Yes,543.0
4265,Yes,132715.0
4266,No,240415.0
4267,No,8673.0
4268,No,2575.0
4269,No,1147.0
4270,No,1095.0
4271,Yes,469295.0
4272,Yes,54685.0
4273,Yes,127405.0
4274,No,17824.0
4275,Yes,53011.0
4276,Yes,28035.0
4277,No,289795.0
4278,Yes,3371.0
4279,Yes,8013.0
4280,Yes,697525.0
4281,No,25705.0
4282,No,107945.0
4283,Yes,401.0
4284,Yes,69973.0
4285,No,221715.0
4286,No,11291.0
4287,No,97905.0
4288,Yes,41194.0
4289,Yes,256855.0
4290,No,33491.0
4291,No,4921.0
4292,No,171895.0
4293,No,60525.0
4294,Yes,13445.0
4295,No,426715.0
4296,Yes,112105.0
4297,Yes,9187.0
4298,Yes,5218.0
4299,Yes,44691.0
4300,No,35803.0
4301,No,172935.0
4302,No,10733.0
4303,No,45665.0
4304,No,2933.0
4305,Yes,26031.0
4306,No,178375.0
4307,No,244015.0
4308,No,7955.0
4309,No,63221.0
4310,No,574.0
4311,No,428465.0
4312,No,713865.0
4313,Yes,153975.0
4314,No,10581.0
4315,No,1238.0
4316,No,278185.0
4317,No,2731.0
4318,No,2075.0
4319,No,891.0
4320,No,4973.0
4321,Yes,71115.0
4322,Yes,16072.0
4323,No,149095.0
4324,No,18981.0
4325,Yes,327395.0
4326,Yes,292975.0
4327,No,8387.0
4328,No,144365.0
4329,No,77467.0
4330,No,695115.0
4331,No,21475.0
4332,Yes,266945.0
4333,No,2352.0
4334,No,9265.0
4335,No,310325.0
4336,No,60625.0
4337,No,53302.0
4338,Yes,14031.0
4339,Yes,27278.0
4340,No,503845.0
4341,No,191.0
4342,Yes,803.0
4343,Yes,14626.0
4344,No,1506.0
4345,Yes,59605.0
4346,No,749.0
4347,No,11923.0
4348,Yes,31455.0
4349,No,56.0
4350,Yes,3308.0
4351,Yes,87735.0
4352,No,22491.0
4353,Yes,280765.0
4354,No,16962.0
4355,Yes,103205.0
4356,Yes,49028.0
4357,No,499535.0
4358,Yes,503405.0
4359,Yes,185775.0
4360,Yes,199285.0
4361,No,75165.0
4362,No,6695.0
4363,Yes,171495.0
4364,Yes,3436.0
4365,Yes,2015.0
4366,Yes,5201.0
4367,Yes,138745.0
4368,No,73837.0
4369,No,448395.0
4370,Yes,170645.0
4371,Yes,13274.0
4372,Yes,59743.0
4373,No,451585.0
4374,No,17985.0
4375,Yes,50402.0
4376,Yes,165.0
4377,No,4227.0
4378,Yes,30464.0
4379,No,2025.0
4380,No,35805.0
4381,No,293625.0
4382,Yes,12718.0
4383,No,53005.0
4384,Yes,192.0
4385,Yes,18087.0
4386,No,11446.0
4387,Yes,74469.0
4388,No,251.0
4389,Yes,75569.0
4390,Yes,48587.0
4391,No,6595.0
4392,Yes,14905.0
4393,Yes,49721.0
4394,No,188085.0
4395,Yes,204555.0
4396,No,218715.0
4397,Yes,47755.0
4398,No,297695.0
4399,No,1787.0
4400,Yes,502585.0
4401,Yes,33534.0
4402,Yes,146115.0
4403,Yes,27824.0
4404,No,169915.0
4405,No,14969.0
4406,No,4522.0
4407,Yes,442845.0
4408,Yes,132255.0
4409,No,7045.0
4410,Yes,35638.0
4411,Yes,13975.0
4412,No,19273.0
4413,Yes,300025.0
4414,No,30213.0
4415,No,22454.0
4416,No,2475.0
4417,Yes,94465.0
4418,No,12642.0
4419,No,491775.0
4420,Yes,20127.0
4421,Yes,57433.0
4422,Yes,186465.0
4423,No,122165.0
4424,No,139085.0
4425,No,30235.0
4426,Yes,13749.0
4427,Yes,13369.0
4428,No,12978.0
4429,Yes,60674.0
4430,Yes,122225.0
4431,Yes,48795.0
4432,No,254855.0
4433,Yes,8355.0
4434,No,24205.0
4435,No,4475.0
4436,No,6375.0
4437,No,621845.0
4438,No,2609.0
4439,Yes,73209.0
4440,No,296735.0
4441,No,63338.0
4442,No,9397.0
4443,No,420025.0
4444,Yes,59502.0
4445,Yes,103775.0
4446,No,934.0
4447,No,5045.0
4448,Yes,16149.0
4449,Yes,157395.0
4450,Yes,36243.0
4451,No,10025.0
4452,Yes,146875.0
4453,No,26076.0
4454,No,14221.0
4455,No,6985.0
4456,No,8586.0
4457,No,15234.0
4458,No,3243.0
4459,Yes,34356.0
4460,No,3996.0
4461,No,454945.0
4462,No,3225.0
4463,Yes,327355.0
4464,Yes,537515.0
4465,Yes,25107.0
4466,No,309005.0
4467,No,6105.0
4468,No,209.0
4469,Yes,9556.0
4470,No,1404.0
4471,No,14931.0
4472,Yes,694.0
4473,Yes,162605.0
4474,No,54115.0
4475,Yes,17849.0
4476,No,7035.0
4477,Yes,60759.0
4478,No,55006.0
4479,Yes,731.0
4480,Yes,32294.0
4481,Yes,339985.0
4482,Yes,643105.0
4483,No,1975.0
4484,Yes,12309.0
4485,No,45465.0
4486,No,23505.0
4487,No,701.0
4488,Yes,65959.0
4489,Yes,5867.0
4490,Yes,19635.0
4491,No,90925.0
4492,Yes,644915.0
4493,No,76245.0
4494,No,528395.0
4495,No,16175.0
4496,No,78575.0
4497,Yes,1776.0
4498,Yes,539625.0
4499,No,5745.0
4500,Yes,4003.0
4501,No,843.0
4502,No,26563.0
4503,No,144595.0
4504,No,521265.0
4505,Yes,644025.0
4506,No,224495.0
4507,No,1130.0
4508,Yes,646315.0
4509,Yes,11312.0
4510,No,58595.0
4511,Yes,62527.0
4512,Yes,1995.0
4513,Yes,206215.0
4514,Yes,5871.0
4515,Yes,72045.0
4516,Yes,21864.0
4517,No,29793.0
4518,No,95665.0
4519,No,320155.0
4520,No,39732.0
4521,No,4479.0
4522,Yes,13352.0
4523,Yes,66125.0
4524,No,111185.0
4525,Yes,7555.0
4526,No,49.0
4527,Yes,304615.0
4528,No,6935.0
4529,Yes,83635.0
4530,No,2722.0
4531,Yes,52934.0
4532,No,2095.0
4533,No,5055.0
4534,Yes,2570.0
4535,Yes,7982.0
4536,Yes,8055.0
4537,No,4415.0
4538,Yes,9169.0
4539,Yes,64872.0
4540,No,185565.0
4541,No,155685.0
4542,Yes,198805.0
4543,Yes,54322.0
4544,No,14755.0
4545,Yes,84249.0
4546,No,22037.0
4547,Yes,3874.0
4548,No,11665.0
4549,No,304575.0
4550,No,228725.0
4551,No,1305.0
4552,Yes,7679.0
4553,Yes,4468.0
4554,Yes,810025.0
4555,No,8307.0
4556,No,20.0
4557,Yes,468915.0
4558,Yes,675435.0
4559,No,354065.0
4560,No,21846.0
4561,No,10546.0
4562,No,13055.0
4563,Yes,154035.0
4564,Yes,641125.0
4565,Yes,143255.0
4566,Yes,762985.0
4567,No,1019.0
4568,Yes,3134.0
4569,Yes,63129.0
4570,No,62955.0
4571,No,264055.0
4572,Yes,137245.0
4573,No,121225.0
4574,Yes,623705.0
4575,Yes,63109.0
4576,No,5031.0
4577,No,8505.0
4578,Yes,867245.0
4579,Yes,219645.0
4580,Yes,300815.0
4581,Yes,2208.0
4582,No,57796.0
4583,No,22265.0
4584,Yes,9146.0
4585,No,2463.0
4586,Yes,211015.0
4587,Yes,5560.0
4588,No,1633.0
4589,No,54765.0
4590,No,96985.0
4591,Yes,261065.0
4592,Yes,65679.0
4593,No,474785.0
4594,No,175955.0
4595,Yes,1011.0
4596,No,649615.0
4597,Yes,423415.0
4598,Yes,3007.0
4599,No,5955.0
4600,No,432335.0
4601,Yes,14661.0
4602,Yes,86848.0
4603,Yes,177645.0
4604,No,293395.0
4605,No,437025.0
4606,Yes,14435.0
4607,Yes,480475.0
4608,Yes,11252.0
4609,No,3985.0
4610,No,4224.0
4611,Yes,25175.0
4612,Yes,833215.0
4613,No,3146.0
4614,No,43314.0
4615,Yes,6382.0
4616,No,7403.0
4617,No,60015.0
4618,No,55388.0
4619,No,70495.0
4620,Yes,6905.0
4621,No,2793.0
4622,No,142755.0
4623,No,4527.0
4624,Yes,1945.0
4625,Yes,170915.0
4626,No,5315.0
4627,Yes,77735.0
4628,Yes,86085.0
4629,Yes,50121.0
4630,No,1663.0
4631,No,24041.0
4632,Yes,70.0
4633,No,244.0
4634,Yes,482015.0
4635,No,2099.0
4636,No,61075.0
4637,Yes,34096.0
4638,No,707.0
4639,Yes,15535.0
4640,No,144.0
4641,Yes,7875.0
4642,Yes,9116.0
4643,No,12702.0
4644,No,4781.0
4645,Yes,15615.0
4646,Yes,76185.0
4647,No,228295.0
4648,Yes,16151.0
4649,Yes,109715.0
4650,No,3693.0
4651,Yes,67253.0
4652,No,6115.0
4653,No,3155.0
4654,Yes,62932.0
4655,No,4325.0
4656,No,32175.0
4657,No,14715.0
4658,Yes,243445.0
4659,No,5321.0
4660,Yes,37525.0
4661,No,12595.0
4662,No,104265.0
4663,Yes,162025.0
4664,No,238775.0
4665,No,65935.0
4666,No,26602.0
4667,Yes,12858.0
4668,No,421155.0
4669,No,37755.0
4670,Yes,9909.0
4671,No,1938.0
4672,Yes,605895.0
4673,No,9649.0
4674,No,79015.0
4675,No,246775.0
4676,No,232285.0
4677,No,7262.0
4678,Yes,48543.0
4679,No,774875.0
4680,Yes,19149.0
4681,Yes,64701.0
4682,No,574.0
4683,Yes,20198.0
4684,Yes,568805.0
4685,Yes,15227.0
4686,No,13345.0
4687,Yes,252.0
4688,No,70045.0
4689,No,565545.0
4690,Yes,674735.0
4691,Yes,52651.0
4692,Yes,517435.0
4693,No,1056.0
4694,No,227185.0
4695,No,296695.0
4696,Yes,177225.0
4697,No,49495.0
4698,No,4445.0
4699,No,529045.0
4700,Yes,33468.0
4701,No,521965.0
4702,Yes,2175.0
4703,No,6077.0
4704,Yes,54314.0
4705,Yes,600485.0
4706,Yes,59579.0
4707,No,544205.0
4708,Yes,437025.0
4709,Yes,44286.0
4710,Yes,41645.0
4711,No,30672.0
4712,No,66881.0
4713,No,2025.0
4714,No,42247.0
4715,No,7435.0
4716,Yes,40422.0
4717,No,6205.0
4718,Yes,358095.0
4719,Yes,11988.0
4720,No,175535.0
4721,Yes,37725.0
4722,No,287795.0
4723,Yes,3577.0
4724,Yes,13973.0
4725,Yes,9599.0
4726,Yes,318295.0
4727,No,370415.0
4728,Yes,46204.0
4729,Yes,831275.0
4730,No,5419.0
4731,No,9293.0
4732,Yes,9713.0
4733,Yes,128505.0
4734,No,15212.0
4735,Yes,338925.0
4736,No,119805.0
4737,Yes,341465.0
4738,No,16245.0
4739,No,754.0
4740,No,46715.0
4741,No,2169.0
4742,No,373.0
4743,No,2452.0
4744,No,4811.0
4745,Yes,30275.0
4746,Yes,17282.0
4747,Yes,296405.0
4748,No,215625.0
4749,No,601.0
4750,No,10519.0
4751,No,7895.0
4752,Yes,5013.0
4753,Yes,17389.0
4754,No,22751.0
4755,Yes,551165.0
4756,No,985.0
4757,No,13169.0
4758,No,79933.0
4759,Yes,1985.0
4760,Yes,138845.0
4761,Yes,666.0
4762,Yes,9445.0
4763,No,24465.0
4764,Yes,41347.0
4765,No,23754.0
4766,Yes,48625.0
4767,Yes,243135.0
4768,Yes,3515.0
4769,No,1062.0
4770,No,1413.0
4771,Yes,174305.0
4772,No,6575.0
4773,No,10505.0
4774,No,42635.0
4775,Yes,49825.0
4776,No,1955.0
4777,No,14519.0
4778,No,76348.0
4779,Yes,23505.0
4780,No,311615.0
4781,No,711.0
4782,Yes,26334.0
4783,Yes,4965.0
4784,Yes,69798.0
4785,Yes,49208.0
4786,No,4635.0
4787,Yes,10218.0
4788,Yes,52761.0
4789,Yes,82892.0
4790,No,265945.0
4791,Yes,19675.0
4792,No,94.0
4793,Yes,582475.0
4794,No,15175.0
4795,Yes,347905.0
4796,No,73657.0
4797,Yes,133105.0
4798,No,119595.0
4799,No,39469.0
4800,No,429995.0
4801,Yes,203.0
4802,No,142495.0
4803,No,1936.0
4804,No,62055.0
4805,No,439125.0
4806,No,19938.0
4807,No,25976.0
4808,Yes,42139.0
4809,No,199.0
4810,Yes,50177.0
4811,No,105235.0
4812,Yes,49164.0
4813,Yes,29598.0
4814,Yes,755955.0
4815,No,5395.0
4816,Yes,71331.0
4817,No,17993.0
4818,No,82955.0
4819,No,131215.0
4820,No,159705.0
4821,No,52435.0
4822,Yes,419145.0
4823,No,71195.0
4824,Yes,220175.0
4825,No,80695.0
4826,Yes,162045.0
4827,Yes,681295.0
4828,No,18379.0
4829,Yes,698.0
4830,Yes,734445.0
4831,No,54515.0
4832,No,150025.0
4833,No,228315.0
4834,No,49405.0
4835,Yes,13765.0
4836,No,7554.0
4837,Yes,8254.0
4838,No,48865.0
4839,No,284155.0
4840,No,48685.0
4841,No,20751.0
4842,No,529965.0
4843,No,2047.0
4844,No,13563.0
4845,No,504275.0
4846,Yes,8124.0
4847,Yes,660555.0
4848,Yes,299545.0
4849,No,50595.0
4850,Yes,35094.0
4851,Yes,69919.0
4852,Yes,59035.0
4853,Yes,27897.0
4854,No,13795.0
4855,Yes,112315.0
4856,Yes,795325.0
4857,Yes,3498.0
4858,No,106705.0
4859,Yes,35273.0
4860,Yes,3762.0
4861,No,12489.0
4862,No,303535.0
4863,Yes,43008.0
4864,Yes,60653.0
4865,No,14495.0
4866,No,32336.0
4867,Yes,54389.0
4868,No,108145.0
4869,No,23086.0
4870,Yes,18828.0
4871,No,325535.0
4872,Yes,106765.0
4873,Yes,20654.0
4874,No,41364.0
4875,No,2219.0
4876,Yes,3848.0
4877,Yes,802285.0
4878,No,17315.0
4879,Yes,78125.0
4880,No,45108.0
4881,Yes,53178.0
4882,Yes,477945.0
4883,Yes,2501.0
4884,No,17452.0
4885,No,749.0
4886,Yes,41401.0
4887,Yes,36705.0
4888,No,11678.0
4889,Yes,46965.0
4890,No,589.0
4891,No,33355.0
4892,Yes,317115.0
4893,No,747.0
4894,No,13812.0
4895,No,4555.0
4896,No,36455.0
4897,Yes,115885.0
4898,Yes,695415.0
4899,Yes,16721.0
4900,No,31525.0
4901,Yes,43071.0
4902,No,25304.0
4903,Yes,614165.0
4904,No,31867.0
4905,No,10548.0
4906,Yes,543065.0
4907,Yes,8499.0
4908,No,15175.0
4909,No,2994.0
4910,Yes,108675.0
4911,Yes,269275.0
4912,Yes,13896.0
4913,Yes,37674.0
4914,Yes,36415.0
4915,No,253555.0
4916,No,3575.0
4917,Yes,688085.0
4918,Yes,37532.0
4919,Yes,63755.0
4920,Yes,1816.0
4921,Yes,532955.0
4922,No,4455.0
4923,Yes,15398.0
4924,Yes,220975.0
4925,No,22375.0
4926,Yes,77517.0
4927,Yes,117435.0
4928,No,438505.0
4929,No,260635.0
4930,Yes,153945.0
4931,No,189.0
4932,No,126135.0
4933,No,5815.0
4934,Yes,2256.0
4935,Yes,59693.0
4936,Yes,2539.0
4937,Yes,400.0
4938,No,34085.0
4939,No,25153.0
4940,No,22735.0
4941,No,30595.0
4942,Yes,3654.0
4943,Yes,235775.0
4944,No,1985.0
4945,No,55425.0
4946,No,9085.0
4947,No,694.0
4948,No,74295.0
4949,No,25165.0
4950,Yes,559765.0
4951,Yes,2015.0
4952,No,48167.0
4953,Yes,76805.0
4954,Yes,12158.0
4955,Yes,352265.0
4956,No,183495.0
4957,No,3051.0
4958,Yes,91045.0
4959,No,15565.0
4960,Yes,365625.0
4961,Yes,52.0
4962,No,15085.0
4963,No,38925.0
4964,Yes,18737.0
4965,Yes,1261.0
4966,No,1087.0
4967,Yes,73462.0
4968,Yes,37084.0
4969,Yes,46965.0
4970,No,441.0
4971,Yes,138585.0
4972,Yes,5488.0
4973,No,71275.0
4974,Yes,6405.0
4975,Yes,16374.0
4976,No,253655.0
4977,Yes,60427.0
4978,No,95825.0
4979,Yes,173065.0
4980,Yes,4596.0
4981,No,20195.0
4982,Yes,2852.0
4983,No,614585.0
4984,Yes,152945.0
4985,Yes,46645.0
4986,No,17407.0
4987,No,55295.0
4988,No,34963.0
4989,No,937.0
4990,No,705335.0
4991,Yes,30155.0
4992,No,3127.0
4993,No,10465.0
4994,Yes,29601.0
4995,Yes,8342.0
4996,Yes,69534.0
4997,Yes,413485.0
4998,No,8998.0
4999,No,5415.0
5000,No,11685.0
5001,Yes,794215.0
5002,No,532125.0
5003,Yes,41568.0
5004,No,2236.0
5005,No,76845.0
5006,Yes,376505.0
5007,No,21575.0
5008,No,10805.0
5009,Yes,139165.0
5010,Yes,13798.0
5011,No,12733.0
5012,No,81045.0
5013,Yes,181085.0
5014,Yes,778285.0
5015,No,703.0
5016,Yes,17971.0
5017,Yes,37785.0
5018,Yes,4453.0
5019,Yes,85175.0
5020,No,76242.0
5021,Yes,3551.0
5022,No,57545.0
5023,Yes,90685.0
5024,No,105755.0
5025,No,194.0
5026,Yes,138875.0
5027,No,16413.0
5028,Yes,137515.0
5029,No,1527.0
5030,No,1852.0
5031,No,19505.0
5032,Yes,18267.0
5033,Yes,4175.0
5034,Yes,3445.0
5035,No,1660.0
5036,Yes,218055.0
5037,No,28359.0
5038,No,4515.0
5039,No,273085.0
5040,Yes,54371.0
5041,No,202.0
5042,Yes,698135.0
5043,No,579445.0
5044,No,7472.0
5045,Yes,126795.0
5046,No,367495.0
5047,Yes,12756.0
5048,Yes,58939.0
5049,No,72465.0
5050,No,153675.0
5051,No,36156.0
5052,No,6073.0
5053,Yes,415455.0
5054,Yes,218435.0
5055,No,185285.0
5056,No,7715.0
5057,No,8478.0
5058,Yes,239045.0
5059,Yes,19235.0
5060,Yes,14932.0
5061,No,3381.0
5062,No,30306.0
5063,Yes,7535.0
5064,Yes,218485.0
5065,No,10314.0
5066,No,9213.0
5067,Yes,38754.0
5068,Yes,31245.0
5069,Yes,14415.0
5070,Yes,6689.0
5071,No,14511.0
5072,Yes,63682.0
5073,Yes,37296.0
5074,Yes,3501.0
5075,Yes,28472.0
5076,Yes,45235.0
5077,No,14945.0
5078,No,93045.0
5079,Yes,4185.0
5080,Yes,127205.0
5081,Yes,4751.0
5082,Yes,6731.0
5083,No,2087.0
5084,Yes,15075.0
5085,No,3199.0
5086,No,584465.0
5087,No,24626.0
5088,Yes,62638.0
5089,No,34034.0
5090,No,23775.0
5091,No,22135.0
5092,No,753.0
5093,No,16721.0
5094,Yes,78812.0
5095,Yes,23208.0
5096,Yes,3705.0
5097,Yes,40622.0
5098,No,30437.0
5099,Yes,27234.0
5100,No,108125.0
5101,Yes,409705.0
5102,No,6322.0
5103,No,40423.0
5104,No,16485.0
5105,Yes,81668.0
5106,No,41137.0
5107,Yes,304715.0
5108,No,704.0
5109,No,41934.0
5110,Yes,372975.0
5111,No,39945.0
5112,Yes,3313.0
5113,No,19646.0
5114,Yes,133615.0
5115,No,114745.0
5116,Yes,48605.0
5117,Yes,10789.0
5118,Yes,592575.0
5119,No,780415.0
5120,Yes,47472.0
5121,No,10289.0
5122,No,22645.0
5123,Yes,43641.0
5124,Yes,469255.0
5125,Yes,24339.0
5126,No,121725.0
5127,No,1975.0
5128,No,1543.0
5129,No,638255.0
5130,No,76232.0
5131,Yes,126145.0
5132,No,8925.0
5133,No,8605.0
5134,No,677905.0
5135,Yes,4345.0
5136,Yes,8285.0
5137,Yes,171455.0
5138,No,8932.0
5139,No,81085.0
5140,Yes,634755.0
5141,No,112365.0
5142,Yes,4315.0
5143,No,351.0
5144,Yes,1388.0
5145,Yes,385145.0
5146,Yes,17435.0
5147,No,26381.0
5148,No,94695.0
5149,Yes,111485.0
5150,No,17776.0
5151,No,68485.0
5152,No,7435.0
5153,No,131245.0
5154,No,1592.0
5155,Yes,6102.0
5156,No,40435.0
5157,No,6965.0
5158,No,636345.0
5159,Yes,412465.0
5160,No,7131.0
5161,No,95075.0
5162,No,1965.0
5163,Yes,50595.0
5164,No,114965.0
5165,Yes,16965.0
5166,No,5267.0
5167,Yes,39315.0
5168,No,1147.0
5169,Yes,30216.0
5170,Yes,57182.0
5171,No,19135.0
5172,No,45396.0
5173,Yes,63976.0
5174,No,2804.0
5175,Yes,27183.0
5176,Yes,571105.0
5177,No,347815.0
5178,No,3645.0
5179,No,413395.0
5180,Yes,291765.0
5181,No,543.0
5182,Yes,29648.0
5183,Yes,21983.0
5184,No,11899.0
5185,Yes,19145.0
5186,No,20015.0
5187,No,533635.0
5188,No,72386.0
5189,Yes,79988.0
5190,Yes,382585.0
5191,No,570325.0
5192,Yes,7397.0
5193,No,1646.0
5194,Yes,65552.0
5195,No,22565.0
5196,Yes,95575.0
5197,No,33823.0
5198,No,23138.0
5199,Yes,9333.0
5200,Yes,78085.0
5201,Yes,78524.0
5202,Yes,318425.0
5203,Yes,76495.0
5204,Yes,2763.0
5205,Yes,16147.0
5206,Yes,1454.0
5207,Yes,15625.0
5208,Yes,16045.0
5209,No,27015.0
5210,No,206.0
5211,No,17345.0
5212,Yes,70475.0
5213,No,57315.0
5214,Yes,15386.0
5215,No,44598.0
5216,Yes,7459.0
5217,Yes,30605.0
5218,No,6397.0
5219,No,34815.0
5220,Yes,45339.0
5221,Yes,556365.0
5222,Yes,158755.0
5223,Yes,4025.0
5224,Yes,8429.0
5225,Yes,422855.0
5226,No,78445.0
