customerid,Unnamed: 0,partner,tenure,monthlycharges,totalcharges
5924-IFQTT,3143,Yes,13,72.8,930.05
8903-WMRNW,3147,Yes,15,101.75,1669.4
2452-SNHFZ,3148,No,47,75.45,3545.1
7993-NQLJE,3151,Yes,15,75.1,1151.55
9909-DFRJA,3152,No,26,95.85,2475.35
9099-FTUHS,3153,No,23,54.4,1249.25
6429-SHBCB,3162,No,19,69.6,1394.55
9281-OFDMF,3163,No,39,90.7,3413.25
2603-HVKCG,3164,No,31,101.4,3143.65
5148-ORICT,3167,Yes,64,74.35,4759.55
4578-PHJYZ,3169,Yes,52,68.75,3482.85
7272-QDCKA,3170,No,28,100.2,2688.45
8393-DLHGA,3172,No,25,95.9,2448.75
7395-IGJOS,3175,Yes,17,81.5,1329.2
2834-SPCJV,3178,Yes,52,84.1,4348.65
1265-ZFOSD,3181,Yes,64,81.3,5129.3
6568-POCUI,3182,Yes,45,95.2,4285.8
5197-LQXXH,3184,Yes,71,83.3,5894.5
7682-AZNDK,3187,Yes,34,89.85,3091.75
3745-HRPHI,3190,Yes,66,54.65,3632
6397-JNZZG,3194,Yes,43,55.55,2342.2
3523-QRQLL,3197,Yes,22,69.5,1498.2
8564-LDKFL,3198,Yes,40,106.0,4178.65
0895-DQHEW,3200,Yes,54,104.3,5278.15
4717-GHADL,3201,No,50,79.6,4024.2
5879-HMFFH,3203,Yes,72,88.05,6520.8
3810-DVDQQ,3205,Yes,72,117.6,8308.9
8550-XSXUQ,3208,Yes,48,70.55,3420.5
9055-MOJJJ,3210,Yes,64,65.8,4068
0585-EGDDA,3212,Yes,40,80.0,3168.75
0549-CYCQN,3214,No,51,79.6,3974.7
3481-JHUZH,3215,Yes,41,80.25,3439
6869-FGJJC,3218,No,68,79.6,5461.45
8205-VSLRB,3220,Yes,70,77.3,5498.2
4931-TRZWN,3225,No,13,71.95,923.85
7669-LCRSD,3227,Yes,12,56.3,628.65
3567-PQTSO,3228,Yes,53,105.25,5576.3
5519-NPHVG,3229,No,12,94.2,1046.1
9938-EKRGF,3231,No,15,84.45,1287.85
2703-AMTUL,3232,Yes,36,53.65,1939.35
5402-HTOTQ,3236,No,16,55.3,875.35
8849-GYOKR,3240,Yes,54,106.55,5763.3
0461-CVKMU,3245,Yes,23,83.8,1900.25
8853-TZDGH,3247,No,72,111.6,8012.75
9710-ZUSHQ,3251,No,37,106.75,4056.75
1536-YHDOE,3252,Yes,17,62.1,1096.65
8123-QBNAZ,3253,Yes,36,104.5,3684.95
3629-ZNKXA,3254,No,17,101.8,1752.45
4827-LTQRJ,3255,Yes,66,110.6,7210.85
7711-YIJWC,3256,Yes,61,84.9,5264.5
5482-VXSXJ,3257,No,22,93.2,2157.3
4183-WCSEP,3260,No,31,78.45,2435.15
2378-YIZKA,3261,Yes,68,85.0,5607.75
5498-TXHLF,3262,Yes,34,87.45,2874.15
0689-DSXGL,3263,Yes,52,85.8,4433.3
9722-UJOJR,3265,Yes,29,70.75,1974.8
6778-EICRF,3268,Yes,24,74.8,1821.2
3902-FOIGH,3271,Yes,12,101.35,1218.55
7112-OPOTK,3273,No,33,68.25,2171.15
2874-YXVVA,3274,No,34,105.1,3634.8
4293-ETKAP,3278,Yes,65,79.4,5071.9
6064-PUPMC,3279,Yes,23,57.2,1423.35
6504-VBLFL,3280,Yes,55,58.6,3068.6
6322-PJJDJ,3281,Yes,49,94.8,4690.65
0330-BGYZE,3282,Yes,60,102.5,6157.6
7586-ZATGZ,3284,No,40,84.9,3369.05
7197-VOJMM,3285,Yes,67,69.2,4671.65
3318-OSATS,3286,No,35,95.45,3474.05
5828-AVIPD,3287,Yes,19,100.95,1875.55
9626-VFRGG,3289,No,41,88.5,3645.05
9143-CANJF,3291,Yes,24,55.15,1319.85
4900-MSOMT,3295,Yes,72,80.2,5714.2
9194-GFVOI,3297,Yes,42,84.35,3571.6
4282-MSACW,3299,No,68,117.2,8035.95
7774-OJSXI,3302,No,31,103.45,3066.45
0136-IFMYD,3304,Yes,69,109.95,7634.25
5144-TVGLP,3305,No,38,94.75,3653
0253-ZTEOB,3307,Yes,48,79.65,3870.3
2402-TAIRZ,3314,No,37,80.05,3019.1
9659-ZTWSM,3315,Yes,66,107.35,7051.95
6685-GBWJZ,3317,Yes,63,70.8,4448.8
2195-VVRJF,3320,Yes,18,59.1,1011.05
7657-DYEPJ,3326,No,38,70.15,2497.35
9494-BDNNC,3327,Yes,66,95.3,6273.4
5366-OBVMR,3329,Yes,18,50.3,908.75
8276-MQBYC,3330,No,51,97.8,4913.3
0337-CNPZE,3334,No,41,106.3,4443.45
1513-XNPPH,3338,No,12,89.4,1095.65
8690-ZVLCL,3339,Yes,68,88.0,6161.9
0384-LPITE,3342,No,40,62.05,2511.55
1335-HQMKX,3345,Yes,72,101.35,7323.15
2172-EJXVF,3348,No,71,105.9,7521.95
0897-FEGMU,3349,Yes,11,99.5,1056.95
1120-BMWUB,3351,No,16,53.9,834.15
4536-PLEQY,3353,Yes,12,85.05,999.8
8871-JLMHM,3355,Yes,68,90.2,6297.65
5447-VYTKW,3358,No,27,53.45,1461.45
0689-NKYLF,3360,No,13,83.2,1060.6
8659-HDIYE,3361,No,64,74.65,4869.35
3474-BAFSJ,3363,Yes,57,57.5,3265.95
5519-YLDGW,3364,Yes,21,103.9,2254.2
1855-AGAWH,3366,Yes,31,93.8,2939.8
7109-CQYUZ,3367,No,52,89.25,4652.4
1370-GGAWX,3368,No,46,94.15,4408.45
4680-KUTAJ,3369,No,11,55.6,580.8
2883-ILGWO,3372,No,57,104.9,5913.95
5766-FTRTS,3378,Yes,72,84.45,6033.1
8879-ZKJOF,3381,No,41,79.85,3320.75
7526-BEZQB,3385,No,12,96.05,1148.1
1474-JUWSM,3386,Yes,58,68.4,3972.25
8498-XXGWA,3388,Yes,65,55.15,3673.15
4683-WYDOU,3393,Yes,62,107.6,6912.7
9052-DHNKM,3394,No,26,61.55,1581.95
6794-HKIAJ,3395,No,62,90.7,5586.45
5578-NKCXI,3396,Yes,58,99.25,5846.65
1642-HMARX,3397,Yes,68,91.7,6424.7
3096-WPXBT,3398,Yes,61,100.7,6018.65
8434-PNQZX,3399,No,42,78.45,3373.4
5950-AAAGJ,3400,No,18,84.3,1537.9
6693-DJWTY,3404,No,35,55.6,2016.45
0744-GKNGE,3405,Yes,64,86.8,5327.25
4806-DXQCE,3409,Yes,70,113.65,7714.65
7056-IMHCC,3411,Yes,53,101.9,5549.4
5294-DMSFH,3413,Yes,29,87.8,2621.75
1625-JAIIY,3415,Yes,68,83.0,5685.8
0603-OLQDC,3416,No,12,69.85,837.5
4176-FXYBO,3418,Yes,54,109.55,6118.95
1063-DHQJF,3419,Yes,69,92.15,6480.9
8663-UPDGF,3420,No,26,69.5,1800.05
6719-FGEDO,3421,Yes,72,97.0,7104.2
1837-YQUCE,3422,No,70,58.35,4214.25
0369-ZGOVK,3425,Yes,28,70.4,1992.2
9919-KNPOO,3427,Yes,21,94.3,1948.35
8749-JMNKX,3428,Yes,51,93.8,4750.95
9391-LMANN,3430,No,53,95.95,5036.9
2430-USGXP,3431,Yes,24,101.05,2391.8
8174-TBVCF,3432,Yes,70,94.8,6859.05
1698-XFZCI,3433,No,61,107.75,6521.9
1877-HKBQX,3434,No,11,54.6,617.85
2746-DIJLO,3437,No,41,56.3,2364
5955-ERIHD,3438,Yes,18,94.7,1687.95
0917-EZOLA,3439,Yes,72,104.15,7689.95
3508-VLHCZ,3440,Yes,71,90.55,6239.05
4086-ATNFV,3441,Yes,34,60.8,2042.05
0468-YRPXN,3442,No,29,98.8,2807.1
5996-NRVXR,3443,Yes,40,98.15,4116.8
7047-FWEYA,3445,Yes,46,103.15,4594.65
2000-MPKCA,3446,No,58,107.75,6332.75
9762-YAQAA,3447,No,39,81.4,3213.75
5473-KHBPS,3449,Yes,52,95.7,4976.15
0100-DUVFC,3450,Yes,70,104.8,7308.95
5397-TUPSH,3451,Yes,65,70.95,4555.2
0326-VDYXE,3453,Yes,70,97.65,6982.5
0436-TWFFZ,3456,No,67,85.25,5714.2
0311-UNPFF,3458,No,26,88.8,2274.35
2669-OIDSD,3460,Yes,48,100.05,4834
8400-WZICQ,3461,Yes,55,55.7,3131.8
9576-SYUHJ,3463,No,37,91.15,3369.25
0410-IPFTY,3464,Yes,31,83.85,2674.15
9402-ORRAH,3469,No,15,91.5,1400.3
4840-ORQXB,3472,No,56,104.75,5841.35
7599-FKVXZ,3473,Yes,42,106.15,4512.7
3982-DQLUS,3474,Yes,65,85.75,5688.45
3756-VNWDH,3476,Yes,65,100.75,6674.65
7801-KICAO,3477,No,18,74.15,1345.75
7673-LPRNY,3478,No,23,78.55,1843.05
4465-VDKIQ,3483,No,18,77.8,1358.6
2921-XWDJH,3484,Yes,38,83.45,3147.15
2558-BUOZZ,3486,No,47,94.8,4535.85
0975-UYDTX,3489,Yes,26,90.1,2312.55
4682-BLBUC,3491,Yes,44,70.95,3250.45
5201-FRKKS,3496,No,25,74.3,1952.25
7730-IUTDZ,3498,No,43,75.2,3198.6
5443-SCMKX,3500,Yes,58,94.3,5610.15
8295-KMENE,3501,Yes,59,76.45,4519.5
6738-ISCBM,3502,No,44,54.0,2440.25
9821-BESNZ,3503,No,66,104.25,6860.6
2916-BQZLN,3506,No,19,84.75,1651.95
2368-GAKKQ,3508,No,70,113.65,7939.25
6993-YCOBK,3514,Yes,60,110.6,6586.85
5206-HPJKM,3515,No,17,55.5,934.15
0748-RDGGM,3517,Yes,70,109.5,7534.65
5019-GQVCR,3519,No,43,84.85,3645.6
2550-AEVRU,3521,Yes,57,53.45,3053
0378-CJKPV,3523,Yes,72,112.1,7965.95
4706-AXVKM,3524,No,11,84.8,906.85
5889-JTMUL,3525,Yes,50,95.05,4888.7
1703-MGIAB,3530,No,17,69.0,1108
9474-PHLYD,3532,No,15,59.45,892.65
2165-VOEGB,3534,No,46,105.2,4822.85
3612-YUNGG,3535,Yes,64,109.2,6741.15
5062-CJJKH,3537,Yes,25,53.65,1355.45
9028-LIHRP,3538,Yes,71,100.2,7209
1053-MXTTK,3540,Yes,72,108.65,7726.35
1301-LOPVR,3542,Yes,29,55.35,1636.95
0853-TWRVK,3543,Yes,72,105.6,7581.5
8914-RBTSB,3544,Yes,31,93.8,3019.5
6212-ATMLK,3545,No,50,95.7,4729.75
8200-LGKSR,3546,Yes,71,83.2,6126.1
1568-BEKZM,3547,Yes,70,90.05,6333.4
0670-ANMUU,3548,No,71,97.65,6687.85
6897-RWMUB,3549,Yes,61,68.05,4158.25
0963-ZBDRN,3550,No,32,96.2,3183.4
6999-CHVCF,3552,No,68,102.1,7149.35
6331-EWIEB,3555,No,20,85.25,1734.5
2045-BMBTJ,3557,No,33,59.45,1884.65
8417-GSODA,3558,Yes,28,92.2,2568.15
5998-VVEJY,3561,No,26,80.5,2088.8
6741-EGCBI,3563,No,30,90.5,2595.85
7820-ZYGNY,3564,No,63,90.45,5825.5
9677-AVKED,3566,No,53,84.6,4449.75
1670-SVOWZ,3567,Yes,14,89.65,1208.35
2227-JRSJX,3568,No,21,99.15,1956.4
8980-WQFWL,3571,No,35,62.1,2096.1
1730-ZMAME,3572,No,32,79.5,2665
9501-UKKNL,3575,No,59,51.7,3005.8
7541-YLXCL,3577,No,36,65.4,2498.4
4795-WRNVT,3578,No,40,65.1,2586
6080-TCMYC,3579,Yes,40,81.2,3292.3
7860-UXCRM,3581,Yes,63,74.5,4674.55
2292-XQWSV,3583,Yes,40,60.3,2448.5
5913-INRQV,3585,Yes,34,90.15,3128.8
8734-FNWVH,3589,Yes,31,59.7,1825.5
7011-CVEUC,3597,Yes,25,95.7,2338.35
7925-PNRGI,3599,Yes,45,81.3,3541.1
8623-TMRBY,3600,Yes,51,84.2,4146.05
3038-PQIUY,3602,No,38,66.15,2522.4
2623-DRYAM,3606,Yes,70,101.75,7069.3
9987-LUTYD,3607,No,13,55.15,742.9
3208-YPIOE,3608,No,39,75.25,3017.65
4488-KQFDT,3609,No,61,103.95,6423
2612-RANWT,3610,No,12,100.15,1164.3
5693-PIPCS,3611,No,41,99.65,4220.35
0491-KAPQG,3612,No,21,73.7,1558.7
1925-LFCZZ,3613,No,55,50.05,2743.45
8039-EQPIM,3614,Yes,69,60.25,4055.5
6900-PXRMS,3615,Yes,26,105.75,2710.25
8707-RMEZH,3616,Yes,69,87.3,6055.55
3209-ZPKFI,3618,Yes,47,54.25,2538.2
6479-VDGRK,3619,Yes,72,85.3,6129.2
3569-JFODW,3622,Yes,72,90.95,6652.45
9819-FBNSV,3623,Yes,37,72.25,2575.45
9544-PYPSJ,3624,Yes,62,96.1,6019.35
0396-UKGAI,3626,No,23,55.3,1284.2
2203-GHNWN,3632,Yes,24,79.65,1928.7
3258-SYSWS,3634,No,72,113.8,7845.8
0512-FLFDW,3639,Yes,60,100.5,6029
1771-OADNZ,3640,Yes,29,95.9,2745.2
0487-CRLZF,3641,No,49,74.45,3721.9
2107-FBPTK,3642,No,30,104.1,3121.1
9738-QLWTP,3646,No,39,81.9,3219.75
9419-IPPBE,3648,Yes,51,90.15,4554.85
8106-GWQOK,3653,Yes,38,60.0,2193.2
8751-EDEKA,3654,Yes,28,89.9,2433.5
0795-GMVQO,3659,Yes,67,109.9,7332.4
1142-IHLOO,3661,No,51,87.55,4475.9
1545-JFUML,3665,Yes,71,99.0,6994.6
3194-ORPIK,3666,Yes,50,84.4,4116.15
7826-VVKWT,3667,Yes,24,96.55,2263.45
1353-GHZOS,3668,Yes,22,59.75,1374.35
2587-EKXTS,3669,No,44,111.5,4915.15
9378-FXTIZ,3672,Yes,54,70.15,3715.65
1723-HKXJQ,3673,No,42,101.75,4273.45
2364-UFROM,3676,No,30,70.4,2044.75
6473-ULUHT,3678,Yes,16,84.9,1398.25
4433-JCGCG,3681,Yes,46,101.0,4680.05
7688-AWMDX,3683,Yes,71,54.5,3778.2
2842-BCQGE,3684,No,43,75.35,3161.4
5899-MQZZL,3686,No,13,75.0,999.45
6849-OYAMU,3687,Yes,19,100.0,1888.65
5312-UXESG,3688,No,41,98.05,3990.6
6038-GCYEC,3690,No,24,54.15,1240.25
2150-WLKUW,3691,Yes,40,63.9,2635
7032-LMBHI,3693,No,37,64.65,2347.85
1150-WFARN,3694,Yes,67,108.75,7156.2
6088-BXMRG,3695,Yes,32,98.85,3089.6
4821-SJHJV,3697,Yes,32,89.6,2901.8
7346-MEDWM,3698,No,59,83.25,4949.1
1137-DGOWI,3699,Yes,30,70.25,2198.9
4818-QIUFN,3702,No,20,79.15,1520.9
4227-OJHAL,3704,Yes,68,73.0,5163
9220-CXRSC,3705,Yes,69,61.4,4059.85
4993-JCRGJ,3706,No,26,84.3,2281.6
4877-TSOFF,3711,Yes,55,75.75,4264.25
9209-NWPGU,3712,No,44,65.4,2774.55
6961-VCPMC,3713,Yes,46,80.4,3605.2
7306-YDSOI,3714,Yes,69,59.75,4069.9
5288-AHOUP,3715,No,11,78.5,874.2
6688-UZPWD,3716,Yes,11,102.0,1145.35
8468-EHYJA,3718,Yes,57,99.65,5497.05
1097-FSPVW,3720,No,42,54.55,2455.05
1965-DDBWU,3726,No,16,89.05,1448.6
6352-GIGGQ,3728,No,67,88.8,5903.15
6771-XWBDM,3730,Yes,57,104.5,5921.35
3082-YVEKW,3732,Yes,23,77.15,1759.4
7134-HBPBS,3734,No,72,108.1,7774.05
2984-TBYKU,3741,Yes,72,104.9,7732.65
9822-WMWVG,3742,No,41,106.5,4282.4
9040-KZVWO,3744,No,26,75.5,2018.1
6339-RZCBJ,3748,No,48,78.9,3771.5
4415-WNGVR,3750,Yes,12,79.2,943.85
2522-AHJXR,3751,Yes,60,109.45,6572.85
0412-UCCNP,3752,No,55,59.2,3175.85
4615-PIVVU,3757,No,42,66.5,2762.75
9385-NXKDA,3761,Yes,72,82.65,5919.35
9351-HXDMR,3767,Yes,72,110.9,8240.85
3537-HPKQT,3768,Yes,55,77.75,4266.4
1309-XGFSN,3774,Yes,52,80.85,4079.55
1866-RZZQS,3775,No,41,98.4,4187.75
6968-URWQU,3776,Yes,43,56.35,2391.15
8631-NBHFZ,3779,Yes,66,79.4,5154.6
1335-MXCSE,3780,Yes,55,55.25,3119.9
8800-JOOCF,3782,No,12,84.05,966.55
1469-LBJQJ,3783,Yes,66,105.2,6936.85
4958-XCBDQ,3784,No,35,101.4,3496.3
0064-YIJGF,3786,Yes,27,75.75,1929
2386-OWURY,3787,No,58,95.3,5817.7
1725-IQNIY,3788,Yes,54,109.75,6110.2
6712-OAWRH,3792,No,26,91.25,2351.8
1508-DFXCU,3795,No,12,81.45,912
7868-BGSZA,3797,Yes,43,80.2,3581.6
2800-QQUSO,3798,No,42,100.3,4222.95
2930-UOTMB,3799,No,31,65.25,1994.3
7973-DZRKH,3800,No,66,90.95,5930.05
5914-DVBWJ,3801,No,18,85.45,1505.85
2533-QVMSK,3803,Yes,61,94.1,5638.3
0650-BWOZN,3806,No,18,73.55,1359.45
8625-AZYZY,3807,Yes,24,104.65,2542.45
6837-HAEVO,3813,Yes,69,105.0,7297.75
6701-YVNQG,3814,Yes,72,88.7,6301.7
4304-XUMGI,3816,Yes,50,75.15,3822.45
8819-ZBYNA,3818,Yes,58,109.1,6393.65
9481-IEBZY,3820,Yes,72,112.9,8061.5
9065-ZCPQX,3823,Yes,72,78.85,5763.15
8374-XGEJJ,3829,Yes,43,101.0,4388.4
6946-LMSQS,3831,Yes,25,89.05,2177.45
4626-OZDTJ,3832,Yes,51,78.65,3950.85
9169-BSVIN,3833,No,12,74.75,827.05
2325-ZUSFD,3834,Yes,57,70.1,3913.3
6872-HXFNF,3836,Yes,64,58.35,3756.45
7714-YXSMB,3838,No,26,100.5,2599.95
4039-HEUNW,3841,Yes,36,96.5,3436.1
1194-HVAIF,3842,Yes,27,95.0,2462.55
3594-UVONA,3844,No,35,85.95,3110.1
5089-IFSDP,3849,Yes,58,109.45,6144.55
6418-HNFED,3850,Yes,51,83.25,4089.45
7128-GGCNO,3853,No,46,72.8,3249.4
0237-YFUTL,3854,Yes,50,109.65,5405.8
7691-KGKGP,3855,Yes,53,65.0,3363.8
6710-HSJRD,3856,Yes,61,114.1,7132.15
0840-DCNZE,3858,No,47,86.95,4138.9
1732-FEKLD,3859,No,54,94.75,5121.75
0479-HMSWA,3861,No,26,105.45,2715.3
0365-BZUWY,3863,Yes,17,102.55,1742.5
4817-VYYWS,3864,No,30,100.2,2983.8
4922-CVPDX,3867,Yes,26,73.5,1905.7
1396-QWFBJ,3868,Yes,21,74.05,1565.7
1357-BIJKI,3869,Yes,50,98.25,4858.7
1099-BTKWT,3870,Yes,68,54.4,3723.65
2403-BCASL,3875,Yes,41,111.95,4534.9
7392-YYPYJ,3876,No,22,100.65,2415.95
2898-LSJGD,3877,Yes,21,55.95,1157.05
2223-GDSHL,3878,Yes,71,116.05,8297.5
9470-RTWDV,3880,Yes,26,82.0,2083.1
2176-OSJUV,3881,Yes,71,65.15,4681.75
8104-OSKWT,3883,No,12,79.8,1001.2
4521-YEEHE,3884,Yes,18,88.85,1594.75
3786-WOVKF,3886,Yes,72,106.85,7677.4
4503-BDXBD,3887,No,11,74.95,815.5
3886-CERTZ,3890,Yes,72,109.25,8109.8
7995-ZHHNZ,3891,Yes,42,56.1,2386.85
5989-AXPUC,3894,Yes,68,118.6,7990.05
8015-IHCGW,3897,Yes,72,115.5,8425.15
9278-VZKCD,3899,Yes,52,109.1,5647.95
2773-OVBPK,3901,Yes,67,111.3,7567.2
5206-XZZQI,3903,No,53,80.6,4348.1
2139-FQHLM,3907,No,19,89.95,1682.4
8261-GWDBQ,3908,Yes,60,116.05,6925.9
8938-UMKPI,3910,No,47,106.4,5127.95
3882-IYOIJ,3912,Yes,60,115.25,6758.45
3115-JPJDD,3915,Yes,59,81.25,4639.45
6319-IEJWJ,3918,Yes,20,90.2,1776.55
6339-TBELP,3920,No,71,86.4,6172
7964-YESJC,3921,Yes,24,66.3,1559.45
6173-GOLSU,3922,Yes,67,94.65,6079
7716-YTYHG,3924,Yes,48,82.05,4029.95
9938-ZREHM,3925,Yes,37,72.1,2658.4
4647-MUZON,3928,Yes,18,95.95,1745.5
8849-PRIQJ,3930,Yes,67,109.4,7281.6
8851-RAGOV,3931,Yes,25,71.05,1837.7
4355-CVPVS,3948,Yes,56,88.9,4968
4495-LHSSK,3949,No,18,57.65,992.7
5655-JSMZM,3950,No,49,96.2,4718.25
5915-ANOEI,3951,Yes,70,79.15,5536.5
9861-PDSZP,3952,No,72,108.05,7806.6
7225-CBZPL,3954,Yes,17,94.8,1563.9
2019-HDCZY,3957,Yes,63,102.6,6296.75
4652-NNHNY,3958,Yes,16,73.85,1284.2
8788-DOXSU,3959,No,59,61.35,3645.5
2632-IVXVF,3964,Yes,68,111.75,7511.3
3692-JHONH,3965,Yes,52,106.5,5621.85
8915-NNTRC,3966,Yes,72,107.7,7919.8
2541-YGPKE,3970,Yes,42,63.7,2763.35
5382-TEMLV,3972,No,45,50.9,2298.55
3441-CGZJH,3973,Yes,43,60.4,2640.55
9592-ERDKV,3974,Yes,37,79.25,2911.8
2860-RANUS,3975,No,20,85.8,1727.5
4778-IZARL,3977,Yes,63,110.1,6705.7
8868-WOZGU,3980,No,28,105.7,2979.5
7130-CTCUS,3985,Yes,16,54.55,825.1
6242-FEGFD,3986,Yes,66,96.6,6424.25
7625-XCQRH,3987,No,11,76.5,837.95
6194-HBGQN,3988,No,51,81.15,4126.2
6986-IXNDM,3990,No,14,92.9,1337.45
2987-BJXIK,3992,No,70,84.7,5991.05
9769-TSBZE,3993,No,70,66.0,4891.5
0406-BPDVR,3994,Yes,54,101.5,5373.1
0618-XWMSS,3995,No,28,74.9,2068.55
6023-GSSXW,3997,Yes,69,61.45,4131.2
6752-APNJL,3998,Yes,42,54.5,2301.15
0420-HLGXF,4000,No,39,99.75,4036
7446-KQISO,4001,Yes,45,109.75,4900.65
9823-EALYC,4002,Yes,72,80.85,5727.45
5803-NQJZO,4004,Yes,72,67.8,4804.65
0743-HRVFF,4008,Yes,51,56.15,2898.95
4006-HKYHO,4009,No,63,86.7,5309.5
3657-COGMW,4014,No,52,108.1,5839.3
8570-KLJYJ,4015,No,36,54.45,1893.5
9473-CBZOP,4017,No,28,59.0,1654.45
6615-NGGZJ,4019,No,14,100.55,1415.55
4334-HOWRP,4020,Yes,72,64.95,4546
0266-GMEAO,4026,Yes,72,114.3,8058.55
5574-NXZIU,4028,No,63,109.2,7049.75
8309-PPCED,4031,Yes,72,110.45,7982.5
4098-NAUKP,4032,Yes,68,84.65,5683.6
5196-WPYOW,4033,Yes,67,60.05,3994.05
1485-YDHMM,4035,Yes,52,93.25,4631.7
5862-BRIXZ,4041,No,46,60.75,2893.4
3308-JSGML,4043,Yes,59,64.05,3886.85
2126-GSEGL,4044,Yes,70,84.8,5917.55
3677-TNKIO,4045,No,14,71.0,914
0440-QEXBZ,4046,No,44,50.15,2139.1
2434-EEVDB,4047,Yes,64,94.6,5948.7
6762-QVYJO,4048,Yes,58,59.75,3624.35
6199-IWKGC,4049,Yes,46,100.25,4753.85
2675-DHUTR,4050,Yes,58,98.9,5780.7
8152-VETUR,4051,Yes,72,97.7,6869.7
7446-YPODE,4053,No,11,60.25,662.95
9522-BNTHX,4054,No,34,56.25,1765.95
2873-ZLIWT,4058,Yes,40,84.85,3303.05
0757-WCUUZ,4060,Yes,54,63.35,3409.1
1629-DQQVB,4061,No,14,50.1,709.5
4872-VXRIL,4066,No,56,64.65,3665.55
9140-CZQZZ,4067,Yes,68,79.6,5515.8
9938-TKDGL,4069,Yes,68,99.55,6668
0531-ZZJWQ,4070,Yes,55,74.0,4052.4
7683-CBDKJ,4073,Yes,14,65.45,937.6
0946-CLJTI,4074,Yes,58,98.7,5812.6
1325-USMEC,4076,Yes,70,99.35,6944.5
0916-QOFDP,4077,Yes,14,95.8,1346.3
0628-CNQRM,4078,Yes,22,67.5,1544.05
0112-QWPNC,4082,Yes,49,84.35,4059.35
0324-BRPCJ,4083,Yes,68,100.2,6851.65
2235-EZAIK,4086,Yes,72,79.2,5401.9
8263-OKETD,4091,No,20,68.9,1370.35
2476-YGEFM,4093,No,29,76.0,2215.25
0829-XXPLX,4096,No,20,89.4,1871.15
9974-JFBHQ,4097,No,64,99.15,6171.2
5214-NLTIT,4103,Yes,72,90.8,6511.8
5055-BRMNE,4105,Yes,67,106.7,7009.5
9189-JWSHV,4106,Yes,24,93.55,2264.05
2190-PHBHR,4107,Yes,72,94.45,6921.7
5208-FVQKB,4110,Yes,70,67.95,4664.15
7184-LRUUR,4111,No,22,65.25,1441.8
6627-CFOSN,4112,No,59,99.45,5623.7
7247-XOZPB,4115,Yes,53,77.4,4155.95
6211-WWLTF,4117,Yes,63,99.7,6330.4
4826-TZEVA,4118,No,40,74.8,2971.7
9138-EFSMO,4120,Yes,26,78.95,2034.25
0576-WNXXC,4121,Yes,27,95.55,2510.2
4632-XJMEX,4122,No,53,62.85,3419.5
8910-LEDAG,4123,Yes,34,71.55,2427.35
3452-GWUIN,4124,Yes,19,94.95,1760.25
2716-GFZOR,4125,Yes,43,86.1,3551.65
3192-LNKRK,4129,Yes,34,84.05,2909.95
2208-UGTGR,4133,No,56,98.6,5581.05
3005-TYFRD,4134,Yes,55,103.65,5676.65
8670-MEFCP,4135,Yes,36,92.9,3379.25
7278-CKDNC,4139,No,24,80.5,2088.45
2748-MYRVK,4140,No,63,99.9,6137
2969-VAPYH,4142,No,67,60.5,3870
4822-YCXMX,4143,No,25,84.8,2043.45
7181-OQCUT,4144,No,21,103.85,2215
8474-UMLNT,4145,No,13,67.8,842.25
9821-POOTN,4146,Yes,35,75.2,2576.2
7733-UDMTP,4151,No,57,55.0,3094.05
2649-HWLYB,4152,Yes,65,76.15,4929.55
6904-JLBGY,4155,No,72,117.35,8436.25
6917-YACBP,4159,No,59,89.75,5496.9
5049-MUBWG,4160,No,26,75.0,1908.35
0769-MURVM,4162,Yes,72,65.7,4575.35
9253-VIFJQ,4163,Yes,65,67.05,4309.55
7030-FZTFM,4164,Yes,72,110.9,7922.75
5120-ZBLAI,4167,Yes,50,75.7,3876.2
1194-BHJYC,4168,Yes,61,62.15,3778.85
3663-MITLP,4169,No,15,101.25,1457.25
0906-QVPMS,4170,Yes,72,115.15,8349.45
7858-GTZSP,4173,No,12,86.55,1066.9
1209-VFFOC,4178,Yes,68,56.4,3948.45
8224-DWCKX,4179,No,12,73.3,828.05
4553-DVPZG,4181,Yes,62,101.35,6164.7
4902-OHLSK,4182,No,29,98.65,2862.75
7572-KPVKK,4186,No,62,104.05,6590.5
2357-COQEK,4188,No,28,103.3,2890.65
7103-ZGVNT,4189,Yes,69,73.7,4885.85
3737-GCSPV,4190,Yes,11,96.2,1222.05
2027-WKXMW,4191,Yes,63,108.75,6871.7
1768-HNVGJ,4195,No,45,70.05,3062.45
5934-RMPOV,4197,No,22,84.75,1816.75
4088-YLDSU,4199,Yes,55,104.15,5743.05
8316-BBQAY,4200,No,65,59.95,3921.1
6427-FEFIG,4205,Yes,24,78.6,1846.65
0017-IUDMW,4206,Yes,72,116.8,8456.75
9955-QOPOY,4208,Yes,69,60.8,4263.4
4385-ZKVNW,4209,Yes,44,54.9,2549.1
5446-DKWYW,4210,Yes,61,65.2,3965.05
2034-CGRHZ,4211,No,24,102.95,2496.7
9031-ZVQPT,4215,Yes,72,108.2,7840.6
2990-IAJSV,4216,No,72,92.0,6632.75
8107-KNCIM,4217,Yes,14,75.1,1013.35
5176-LDKUH,4219,No,48,75.15,3772.65
6480-YAGIY,4222,No,45,112.2,5031.85
5457-COLHT,4227,Yes,69,80.65,5542.55
5451-YHYPW,4229,Yes,72,115.75,8443.7
5108-ADXWO,4230,No,11,73.5,791.75
